photograph,row,column,loc,ratio1,ratio2,CFUs,MCH,NP,date,time,treatment,cw/rw
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,6,"('b', 6)",ratio1,ratio2,3.9637082530449126,1.6866843629978352,2.277023890047077,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,5,"('b', 5)",ratio1,ratio2,5.717859990562661,1.585483301217965,4.132376689344696,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,4,"('b', 4)",ratio1,ratio2,0.0,0.0,0.0,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,3,"('b', 3)",ratio1,ratio2,0.0,0.0,0.0,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,2,"('b', 2)",ratio1,ratio2,0.0,0.0,0.0,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,b,1,"('b', 1)",ratio1,ratio2,0.0,0.0,0.0,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,12,"('c', 12)",ratio1,ratio2,1.3324806467682897,0.0,1.3324806467682897,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,11,"('c', 11)",ratio1,ratio2,0.01686684362997835,0.0,0.01686684362997835,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,10,"('c', 10)",ratio1,ratio2,0.01686684362997835,0.0,0.01686684362997835,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,9,"('c', 9)",ratio1,ratio2,12.085093460879488,2.7239952462415036,9.361098214637984,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,8,"('c', 8)",ratio1,ratio2,8.99002765477846,1.6192169884779217,7.37081066630054,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,7,"('c', 7)",ratio1,ratio2,0.025300265444967527,0.0,0.025300265444967527,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,6,"('c', 6)",ratio1,ratio2,0.0,0.0,0.0,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,5,"('c', 5)",ratio1,ratio2,0.008433421814989175,0.0,0.008433421814989175,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,4,"('c', 4)",ratio1,ratio2,0.008433421814989175,0.0,0.008433421814989175,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,3,"('c', 3)",ratio1,ratio2,0.0,0.0,0.0,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,2,"('c', 2)",ratio1,ratio2,0.008433421814989175,0.0,0.008433421814989175,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,c,1,"('c', 1)",ratio1,ratio2,0.01686684362997835,0.0,0.01686684362997835,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,d,12,"('d', 12)",ratio1,ratio2,4.764883325468884,1.5601830357729976,3.2047002896958867,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,d,11,"('d', 11)",ratio1,ratio2,0.008433421814989175,0.0,0.008433421814989175,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,d,10,"('d', 10)",ratio1,ratio2,9.234596887413147,1.4168148649181815,7.817782022494966,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,d,9,"('d', 9)",ratio1,ratio2,0.0337336872599567,0.0,0.0337336872599567,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,d,8,"('d', 8)",ratio1,ratio2,0.9361098214637985,0.0,0.9361098214637985,date,time,treatment,rotation
P123_type_ratio1_ratio2_dilution_date_treatment_time_rotation.png,d,7,"('d', 7)",ratio1,ratio2,11.376686028420398,1.6445172539228892,9.73216877449751,date,time,treatment,rotation
